Chr	Start	End	Peak_score	Distance_to_TSS	EntrezID	Refseq	Ensembl	Gene	Peak_type	Peak_bin_distance	Peak_bin	Annotation_method	Interaction_score	Promoter_bin	TSS_bin_distance
chr17	46549271	46549472	193.345	-2984	78309.0	NM_001081335	ENSMUSG00000040327	Cul9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	80246188	80246717	255.742	77	269954.0	NM_177765	ENSMUSG00000045467	Ttll13	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	46393087	46393760	0.0	9658	57908.0	NM_021346	ENSMUSG00000015597	Zfp318	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	80192501	80193119	114.568	-5631	20352.0	NM_013659	ENSMUSG00000030539	Sema4b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119531841	119532392	251.232	6652	433752.0	NM_001004178	ENSMUSG00000087385	Frg2f1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	46328047	46328648	0.0	-325	224814.0	NM_145140	ENSMUSG00000032842	Abcc10	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	119390478	119390894	196.964	-6852	73332.0	NM_028506	ENSMUSG00000028637	Ccdc30	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	46326577	46326888	109.587	-967	224814.0	NM_145140	ENSMUSG00000032842	Abcc10	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	46298609	46299170	0.0	962	106565.0	NM_134120	ENSMUSG00000047428	Dlk2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	119239148	119239730	279.666	5610	56401.0	NM_019782	ENSMUSG00000028641	P3h1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	142706746	142707007	177.054	-4603	20928.0	NM_011511	ENSMUSG00000030249	Abcc9	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119223759	119224104	161.134	-5715	75180.0	NM_029198	ENSMUSG00000028642	Tmem269	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	46170662	46171215	288.173	8875	56055.0	NM_019581	ENSMUSG00000023952	Gtpbp2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119204847	119205005	110.583	9401	69216.0	NM_024462	ENSMUSG00000028643	Svbp	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	113669767	113670402	294.621	-6409	56534.0	NM_019960	ENSMUSG00000051456	Hspb3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	113618349	113619127	0.0	-174	170625.0	NM_130796	ENSMUSG00000042364	Snx18	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	113035841	113036650	282.182	263	735309.0	NR_030452	ENSMUSG00000076146	Mir449c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	112994259	112994555	219.291	539	622408.0	NM_001037914	ENSMUSG00000074651	Mcidas	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	103424684	103425266	302.598	907	13711.0	NM_010125	ENSMUSG00000027186	Elf5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	89303510	89304090	0.0	-1241	18121.0	NM_008711	ENSMUSG00000048616	Nog	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20673954	20674866	304.15	89	218811.0	NM_172596	ENSMUSG00000039367	Sec24c	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20660863	20661510	0.0	3387	68760.0	NM_175132	ENSMUSG00000039376	Synpo2l	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	89069283	89070029	0.0	-4185	217071.0	NM_001033266	ENSMUSG00000072553	Gm525	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	110284616	110285289	299.607	1215	19301.0	NM_008993	ENSMUSG00000029499	Pxmp2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20658346	20658920	299.607	-2093	59011.0	NM_021508	ENSMUSG00000068697	Myoz1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	89065477	89065936	155.166	4956	414094.0	NM_001001497	nan	Dgkeos	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	102453539	102454001	0.0	-1978	14221.0	NM_010218	ENSMUSG00000075012	Fjx1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	110269787	110270302	0.0	-146	72542.0	NM_028273	ENSMUSG00000029500	Pgam5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	89058526	89059172	128.519	1899	56077.0	NM_019505	ENSMUSG00000000276	Dgke	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20393312	20394045	0.0	-45	66242.0	NM_025440	ENSMUSG00000049960	Mrps16	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chrX	135840115	135840478	107.595	1263	245607.0	NM_001163015	ENSMUSG00000072966	Gprasp2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	65352549	65353029	122.539	-3360	319798.0	NR_040390	nan	A730090N16Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88999026	88999555	136.493	-112	217069.0	NM_009546	ENSMUSG00000000275	Trim25	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20347770	20348311	147.46	80	70601.0	NM_027475	ENSMUSG00000021810	Ecd	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	109548763	109549240	0.0	9991	57914.0	NM_016715	ENSMUSG00000033467	Crlf2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	57433764	57434416	0.0	5646	66812.0	NM_176831	ENSMUSG00000063849	Ppcdc	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88993471	88994200	0.0	-5567	217069.0	NM_009546	ENSMUSG00000000275	Trim25	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	20340323	20340497	137.49	7711	70601.0	NM_027475	ENSMUSG00000021810	Ecd	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	63970421	63970699	105.603	-5583	229363.0	NM_001033300	ENSMUSG00000027823	Gmps	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88989523	88990133	177.054	-9575	217069.0	NM_009546	ENSMUSG00000000275	Trim25	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	108692272	108692713	0.0	-1736	116701.0	NM_054071	ENSMUSG00000008090	Fgfrl1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	63929120	63929585	0.0	119	329659.0	NM_177856	ENSMUSG00000048581	E130311K13Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	57259745	57260028	0.0	2712	74211.0	NM_028820	ENSMUSG00000032300	1700017B05Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	170507838	170508445	228.273	-3088	109054.0	NM_001013369	ENSMUSG00000052033	Pfdn4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88976439	88976638	159.427	2604	12812.0	NM_016706	ENSMUSG00000033983	Coil	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	108651919	108652462	255.742	-8140	15932.0	NM_008325	ENSMUSG00000033540	Idua	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	63919643	63920211	0.0	8871	329659.0	NM_177856	ENSMUSG00000048581	E130311K13Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	63570514	63570873	275.678	-86788	329659.0	NM_177856	ENSMUSG00000048581	E130311K13Rik	Distal	-4306.0	-1.0	Interaction_anno	nan	1.0	3798.0
chr11	88973736	88973998	0.0	-68	12812.0	NM_016706	ENSMUSG00000033983	Coil	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	108628822	108629464	267.206	634	231580.0	NM_153569	ENSMUSG00000062234	Gak	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	189882894	189883431	297.612	39128	19250.0	NM_008976	ENSMUSG00000026604	Ptpn14	Distal	8163.0	2.0	Interaction_anno	nan	-1.0	-3268.0
chr2	101828222	101828603	140.481	10567	22034.0	NM_009424	ENSMUSG00000027164	Traf6	Distal	3413.0	1.0	Interaction_anno	nan	-1.0	-3420.0
chr3	63554733	63555335	143.472	-71128	329659.0	NM_177856	ENSMUSG00000048581	E130311K13Rik	Distal	-19965.5	-4.0	Interaction_anno	nan	1.0	3798.0
chr9	57131143	57131540	266.706	-52	76794.0	NR_102289	ENSMUSG00000086728	Man2c1os	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	108434366	108435112	0.0	-340	11958.0	NM_007507	ENSMUSG00000050856	Atp5k	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	63297792	63298135	218.293	1869	17380.0	NM_008604	ENSMUSG00000027820	Mme	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	20067312	20068236	0.0	15398	68045.0	NM_026528	ENSMUSG00000021807	Rtraf	Distal	-7225.5	-1.0	Interaction_anno	nan	-0.0	-1177.0
chr9	57077105	57077523	58.849	938	20466.0	NM_011378	ENSMUSG00000042557	Sin3a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	145923959	145924554	0.0	-5	18749.0, 12042.0	NM_011100, NM_009740	ENSMUSG00000005034, ENSMUSG00000028191	Prkacb, Bcl10	Promoter, Promoter	-743.0, nan	-0.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4307.0, nan
chr14	19976885	19977178	89.672	217	14702.0	NM_010315	ENSMUSG00000043004	Gng2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	62458348	62458881	224.852	48373	229363.0	NM_001033300	ENSMUSG00000027823	Gmps	Distal	-16385.0	-3.0	Interaction_anno	nan	-0.0	-1143.0
chr9	56947512	56948098	0.0	-3103	66069.0	NM_178374	ENSMUSG00000055334	Snupn	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	19839759	19840248	0.0	1079	52512.0	NR_105025	ENSMUSG00000114350	D14Ertd670e	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	56847619	56848124	197.336	4091	382075.0	NM_198673	ENSMUSG00000045620	Odf3l1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	61479887	61480337	261.722	-7622	234309.0	NM_145595	ENSMUSG00000031641	Cbr4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	56843598	56843937	274.195	8195	382075.0	NM_198673	ENSMUSG00000045620	Odf3l1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	60983537	60984004	149.455	-460	12725.0	NM_007711	ENSMUSG00000004319	Clcn3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	112617905	112618483	0.0	-1853	11565.0	NM_007421	ENSMUSG00000011148	Adssl1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	60760281	60761054	0.0	-7886	71279.0	NM_023596	ENSMUSG00000020100	Slc29a3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	60756961	60757521	301.601	-4459	71279.0	NM_023596	ENSMUSG00000020100	Slc29a3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	60752649	60753580	242.786	-333	71279.0	NM_023596	ENSMUSG00000020100	Slc29a3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	105659859	105660505	293.624	3494	27392.0	NM_013784	ENSMUSG00000056536	Pign	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	57503542	57503995	0.0	-2046	78353.0	NR_126553	ENSMUSG00000096917	2500002B13Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	98179152	98179687	0.0	5772	102634194.0	NR_151613	ENSMUSG00000100711	Gm29461	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	60696999	60697590	0.0	-805	22295.0	NM_023370	ENSMUSG00000012819	Cdh23	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	97769890	97770898	0.0	222	252876.0	NM_026250	ENSMUSG00000026333	Gin1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	15816830	15817201	0.0	-231	217410.0	NM_144551	ENSMUSG00000020601	Trib2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	15815362	15816357	194.342	925	217410.0	NM_144551	ENSMUSG00000020601	Trib2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	60407843	60408235	0.0	8313	100302688.0	NM_001164374	ENSMUSG00000090439	Gm17455	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	93803469	93804146	0.0	-157	66262.0	NM_025454	ENSMUSG00000026283	Ing5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	60346293	60347032	0.0	-188	74048.0	NM_028732	ENSMUSG00000020101	Vsir	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	119167725	119168227	0.0	5880	195522.0	NM_183140	ENSMUSG00000045268	Zfp691	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	93727005	93727490	179.045	4678	67026.0	NM_025920	ENSMUSG00000026279	Thap4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	111815166	111815329	75.743	-6255	26401.0	NM_011945	ENSMUSG00000021754	Map3k1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	111807114	111807808	107.595	1532	26401.0	NM_011945	ENSMUSG00000021754	Map3k1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	143506691	143507246	0.0	-4445	22113.0	NM_009434	ENSMUSG00000010760	Phlda2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	93478413	93479252	200.329	84	110611.0	NM_133808	ENSMUSG00000034088	Hdlbp	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	12400963	12401640	0.0	-8827	70858.0	NR_045829	ENSMUSG00000114136	4921511I17Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	12396333	12396917	278.669	-4150	70858.0	NR_045829	ENSMUSG00000114136	4921511I17Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr13	110394091	110394681	128.519	-658	20620.0	NM_152804	ENSMUSG00000021701	Plk2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr13	110392152	110392619	0.0	-2658	20620.0	NM_152804	ENSMUSG00000021701	Plk2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	50201481	50202557	0.0	-129167	102466634.0	NR_105782	ENSMUSG00000098482	Mir6363	Distal	-22980.5	-5.0	Interaction_anno	nan	-0.0	-2132.0
chr16	50074067	50074667	194.342	-1515	224180.0	NM_175010	nan	Gm4827	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	49859487	49859747	180.374	3956	16423.0	NM_010581	ENSMUSG00000055447	Cd47	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119108507	119109204	151.188	111	20525.0	NM_011400	ENSMUSG00000028645	Slc2a1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	60277780	60278052	100.623	288	19156.0	NM_011179	ENSMUSG00000004207	Psap	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	48809346	48809804	249.762	-7281	57263.0	NM_023881	ENSMUSG00000022650	Retnlb	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119105919	119106124	74.749	-2723	20525.0	NM_011400	ENSMUSG00000028645	Slc2a1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	119004675	119005522	0.0	43132	195522.0	NM_183140	ENSMUSG00000045268	Zfp691	Distal	-19901.0	-4.0	Interaction_anno	nan	-0.0	-805.0
chr4	118292931	118293529	0.0	-1833	19268.0	NM_011213	ENSMUSG00000033295	Ptprf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	118216769	118217073	144.469	-6357	102466820.0	NR_106085	ENSMUSG00000098596	Mir7226	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	118171025	118171563	248.765	8749	230674.0	NM_172382	ENSMUSG00000033326	Kdm4a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	46041219	46041704	202.325	-9085	22339.0	NM_009505	ENSMUSG00000023951	Vegfa	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	46032636	46033267	280.185	-575	22339.0	NM_009505	ENSMUSG00000023951	Vegfa	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	117928238	117928637	159.145	1325	11876.0	NM_009711	ENSMUSG00000028539	Artn	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	45735364	45735966	0.0	1159	433111.0	NR_152153	ENSMUSG00000097727	F630040K05Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	45731205	45731726	0.0	2378	72240.0	NM_028164	ENSMUSG00000094690	1600014C23Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	45724137	45724886	0.0	9332	72240.0	NM_028164	ENSMUSG00000094690	1600014C23Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88955381	88955926	0.0	-212	74617.0	NM_029023	ENSMUSG00000000278	Scpep1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	88908457	88908961	213.302	2781	73921.0	NR_045955	ENSMUSG00000087338	Scpep1os	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88848668	88848956	116.408	2691	11640.0	NM_009648	ENSMUSG00000018428	Akap1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88619063	88619877	222.285	219	68397.0	NR_131025	nan	0610039H22Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	119444745	119444961	168.404	-107	208194.0	NM_172456	ENSMUSG00000042787	Exog	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	88197152	88197453	91.663	3197	64656.0	NM_024174	ENSMUSG00000023723	Mrps23	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88187631	88188257	0.0	-6162	64656.0	NM_024174	ENSMUSG00000023723	Mrps23	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88162063	88162421	259.219	-7323	103841.0	NM_198013	ENSMUSG00000018378	Cuedc1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	88058747	88059617	302.598	-9097	22344.0	NM_016686	ENSMUSG00000018377	Vezf1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	67531912	67532266	69.778	3733	56753.0	NM_020047	ENSMUSG00000051397	Tacstd2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	19817906	19818499	0.0	5620	68045.0	NM_026528	ENSMUSG00000021807	Rtraf	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	108427121	108427465	152.446	7106	11958.0	NM_007507	ENSMUSG00000050856	Atp5k	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	45678088	45678538	0.0	7905	224807.0	NM_198167	ENSMUSG00000036026	Tmem63b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	145905488	145906191	0.0	-18422	18749.0	NM_011100	ENSMUSG00000005034	Prkacb	Distal	-19160.0	-4.0	Interaction_anno	nan	-1.0	-4307.0
chr5	108082511	108082985	307.584	4583	17765.0	NM_013827	ENSMUSG00000029267	Mtf2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	45663017	45663833	0.0	-4116	268958.0	NM_001013767	ENSMUSG00000058626	Capn11	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chrX	164066243	164066797	0.0	9615	20438.0	NM_009173	ENSMUSG00000040749	Siah1b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	154935794	154936296	202.325	-7968	230979.0	NM_178931	ENSMUSG00000042333	Tnfrsf14	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	107986156	107986787	281.66	605	67266.0	NM_026062	ENSMUSG00000029270	Dipk1a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	17658985	17659532	220.867	-1701	21834.0	NM_009380	ENSMUSG00000021779	Thrb	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	45597168	45597372	116.561	-1368	63959.0	NM_022880	ENSMUSG00000023942	Slc29a1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	67037285	67037799	232.266	-135	13197.0	NM_007836	ENSMUSG00000036390	Gadd45a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	101815612	101815839	279.187	-18019	22034.0	NM_009424	ENSMUSG00000027164	Traf6	Distal	-9274.0	-2.0	Interaction_anno	nan	-1.0	-3420.0
chr5	107900232	107900832	0.0	4	100503670.0	NM_016980	ENSMUSG00000058558	Rpl5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	101796479	101796952	125.529	991	72446.0	NM_175181	ENSMUSG00000032841	Prr5l	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	107724903	107725210	87.681	-714	14581.0	NM_010278	ENSMUSG00000029275	Gfi1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	16364939	16365717	149.455	122	21974.0	NM_009409	ENSMUSG00000017485	Top2b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	101678076	101678527	0.0	-118	22034.0	NM_009424	ENSMUSG00000027164	Traf6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	107287249	107288112	0.0	1948	21814.0	NM_011578	ENSMUSG00000029287	Tgfbr3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	101652996	101653371	138.263	-3652	19373.0	NM_009019	ENSMUSG00000061311	Rag1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	127872432	127872732	73.754	6106	216454.0	NM_145424	ENSMUSG00000074639	Rdh16f2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	80084215	80084947	181.372	-9324	100859962.0	NR_045695	ENSMUSG00000108714	Gm21057	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	79799022	79799641	0.0	-5742	17292.0	NM_008588	ENSMUSG00000030544	Mesp1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	79786287	79786605	77.732	7144	17292.0	NM_008588	ENSMUSG00000030544	Mesp1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	94437950	94438688	0.0	-133	11800.0	NM_007466	ENSMUSG00000027193	Api5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	56638359	56638616	94.649	-2840	235402.0	NM_181074	ENSMUSG00000049556	Lingo1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	146844349	146844838	100.623	-477	68895.0	NM_026864	ENSMUSG00000029641	Rasl11a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	94254173	94254403	210.906	7111	735259.0	NR_030431	ENSMUSG00000076335	Mir670	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	79728244	79730229	0.0	3539	103968.0	NM_175640	ENSMUSG00000030546	Plin1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	56636355	56636879	0.0	-969	235402.0	NM_181074	ENSMUSG00000049556	Lingo1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	59870710	59871103	0.0	9856	666803.0	NM_001243003	ENSMUSG00000095522	Gm8298	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	79727193	79727634	208.313	5362	103968.0	NM_175640	ENSMUSG00000030546	Plin1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	94002247	94003186	0.0	8013	69113.0	NM_026944	ENSMUSG00000040174	Alkbh3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	47168279	47169674	0.0	-9843	18011.0	NM_021360	ENSMUSG00000006435	Neurl1a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	59260796	59261237	120.546	1968	70839.0	NM_027571	ENSMUSG00000036353	P2ry12	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	93870651	93871207	229.833	-1772	381411.0	NM_001033452	ENSMUSG00000075023	Accsl	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	59208903	59209547	302.598	1657	74191.0	NM_028808	ENSMUSG00000036362	P2ry13	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	56417251	56417921	152.446	464	244895.0	NM_172924	ENSMUSG00000074305	Peak1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	79612788	79613406	295.618	4560	56315.0	NM_019799	ENSMUSG00000030549	Rhcg	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	143505950	143506361	197.96	-3632	22113.0	NM_009434	ENSMUSG00000010760	Phlda2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	53511750	53512207	70.772	277	11593.0	NM_001005847	ENSMUSG00000031521	Aga	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	56092174	56092554	182.37	2388	19200.0	NM_011193	ENSMUSG00000032322	Pstpip1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	56041749	56042140	84.696	100	26611.0	NM_011992	ENSMUSG00000032320	Rcn2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	55946925	55947350	91.663	-9019	244891.0	NM_175536	ENSMUSG00000034007	Scaper	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	47675107	47675443	213.302	-116	69260.0	NM_023503	ENSMUSG00000063049	Ing2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	55535882	55536646	0.0	-4885	104360.0	NM_027397	ENSMUSG00000032318	Isl2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	60005379	60006087	212.304	2406	69090.0	NM_026937	ENSMUSG00000044475	Ascc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	45584819	45585358	0.0	7304	63959.0	NM_022880	ENSMUSG00000023942	Slc29a1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	59997569	59998228	265.209	-4906	110829.0, 69090.0	NM_026148, NM_026937	ENSMUSG00000019920, ENSMUSG00000044475	Lims1, Ascc1	Proximal, Proximal	22899.0, nan	5.0, nan	Interaction_anno, Proximal_anno	nan, nan	1.0, nan	3546.0, nan
chr17	45582744	45583344	0.0	9349	63959.0	NM_022880	ENSMUSG00000023942	Slc29a1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	59950399	59951212	0.0	964	74747.0, 110829.0	NM_029083, NM_026148	ENSMUSG00000020108, ENSMUSG00000019920	Ddit4, Lims1	Promoter, Promoter	nan, -24194.0	nan, -5.0	Proximal_anno, Interaction_anno	nan, nan	nan, 1.0	nan, 3546.0
chr17	45581364	45581970	0.0	-8406	15516.0	NM_008302	ENSMUSG00000023944	Hsp90ab1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	59894563	59895339	0.0	15360	18451.0	NM_011030	ENSMUSG00000019916	P4ha1	Distal	19951.5	4.0	Interaction_anno	nan	0.0	1704.0
chr17	45578852	45579421	0.0	-5876	15516.0	NM_008302	ENSMUSG00000023944	Hsp90ab1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	59892907	59893437	0.0	13581	18451.0	NM_011030	ENSMUSG00000019916	P4ha1	Distal	18172.5	4.0	Interaction_anno	nan	0.0	1704.0
chr17	45563733	45564261	0.0	61	73836.0	NM_028662	ENSMUSG00000037089	Slc35b2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	59865073	59865744	0.0	-14182	18451.0	NM_011030	ENSMUSG00000019916	P4ha1	Distal	-9591.0	-2.0	Interaction_anno	nan	0.0	1704.0
chr11	88054415	88054998	223.283	7334	110809.0	NM_173374	ENSMUSG00000018379	Srsf1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	45552088	45552684	0.0	-2709	210573.0	NM_001013749	ENSMUSG00000096847	Tmem151b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
